Date,Passengers
1987-09-26,1132
1987-09-27,1257
1987-09-28,1138
1987-09-29,1098
1987-09-30,1125
1987-10-01,1002
1987-10-02,1132
1987-10-03,1078
1987-10-04,1035
1987-10-05,1059
1987-10-06,956
1987-10-07,882
1987-10-08,1087
1987-10-09,999
1987-10-10,1048
1987-10-11,973
1987-10-12,1104
1987-10-13,963
1987-10-14,963
1987-10-15,979
1987-10-16,1165
1987-10-17,1002
1987-10-18,1069
1987-10-19,1090
1987-10-20,1075
1987-10-21,1023
1987-10-22,1031
1987-10-23,1170
1987-10-24,962
1987-10-25,1095
1987-10-26,993
1987-10-27,1067
1987-10-28,924
1987-10-29,980
1987-10-30,1026
1987-10-31,1043
1987-11-01,909
1987-11-02,962
1987-11-03,778
1987-11-04,826
1987-11-05,910
1987-11-06,945
1987-11-07,1004
1987-11-08,910
1987-11-09,860
1987-11-10,925
1987-11-11,872
1987-11-12,877
1987-11-13,954
1987-11-14,941
1987-11-15,936
1987-11-16,942
1987-11-17,872
1987-11-18,835
1987-11-19,899
1987-11-20,919
1987-11-21,861
1987-11-22,936
1987-11-23,877
1987-11-24,955
1987-11-25,938
1987-11-26,1062
1987-11-27,932
1987-11-28,950
1987-11-29,989
1987-11-30,952
1987-12-01,988
1987-12-02,1018
1987-12-03,896
1987-12-04,1048
1987-12-05,1036
1987-12-06,1009
1987-12-07,918
1987-12-08,1083
1987-12-09,1007
1987-12-10,1062
1987-12-11,1121
1987-12-12,1028
1987-12-13,1052
1987-12-14,1107
1987-12-15,1015
1987-12-16,929
1987-12-17,1018
1987-12-18,1108
1987-12-19,937
1987-12-20,1113
1987-12-21,952
1987-12-22,904
1987-12-23,1007
1987-12-24,1011
1987-12-25,1042
1987-12-26,971
1987-12-27,1018
1987-12-28,1076
1987-12-29,911
1987-12-30,897
1987-12-31,1021
1988-01-01,1029
1988-01-02,1081
1988-01-03,947
1988-01-04,1033
1988-01-05,938
1988-01-06,884
1988-01-07,896
1988-01-08,939
1988-01-09,1001
1988-01-10,1010
1988-01-11,968
1988-01-12,818
1988-01-13,950
1988-01-14,1033
1988-01-15,1004
1988-01-16,989
1988-01-17,1035
1988-01-18,962
1988-01-19,829
1988-01-20,931
1988-01-21,1020
1988-01-22,934
1988-01-23,929
1988-01-24,910
1988-01-25,1014
1988-01-26,964
1988-01-27,889
1988-01-28,982
1988-01-29,919
1988-01-30,921
1988-01-31,1015
1988-02-01,879
1988-02-02,902
1988-02-03,813
1988-02-04,987
1988-02-05,969
1988-02-06,945
1988-02-07,813
1988-02-08,932
1988-02-09,880
1988-02-10,893
1988-02-11,931
1988-02-12,1053
1988-02-13,914
1988-02-14,1013
1988-02-15,885
1988-02-16,830
1988-02-17,852
1988-02-18,955
1988-02-19,882
1988-02-20,915
1988-02-21,935
1988-02-22,917
1988-02-23,896
1988-02-24,923
1988-02-25,915
1988-02-26,979
1988-02-27,782
1988-02-28,956
1988-02-29,938
1988-03-01,954
1988-03-02,1021
1988-03-03,1016
1988-03-04,1068
1988-03-05,1084
1988-03-06,1079
1988-03-07,1007
1988-03-08,984
1988-03-09,1017
1988-03-10,1052
1988-03-11,1122
1988-03-12,1053
1988-03-13,1086
1988-03-14,1042
1988-03-15,1197
1988-03-16,981
1988-03-17,1023
1988-03-18,1130
1988-03-19,1050
1988-03-20,1131
1988-03-21,1094
1988-03-22,967
1988-03-23,999
1988-03-24,963
1988-03-25,1122
1988-03-26,1103
1988-03-27,1104
1988-03-28,1059
1988-03-29,1014
1988-03-30,938
1988-03-31,1131
1988-04-01,1050
1988-04-02,1081
1988-04-03,995
1988-04-04,1094
1988-04-05,1083
1988-04-06,1024
1988-04-07,1082
1988-04-08,1146
1988-04-09,1068
1988-04-10,1053
1988-04-11,1134
1988-04-12,1079
1988-04-13,1039
1988-04-14,993
1988-04-15,933
1988-04-16,1063
1988-04-17,1076
1988-04-18,1069
1988-04-19,948
1988-04-20,874
1988-04-21,1101
1988-04-22,1077
1988-04-23,1134
1988-04-24,1200
1988-04-25,1108
1988-04-26,1020
1988-04-27,983
1988-04-28,1011
1988-04-29,1147
1988-04-30,1139
1988-05-01,1049
1988-05-02,1165
1988-05-03,1004
1988-05-04,1029
1988-05-05,1055
1988-05-06,1145
1988-05-07,1048
1988-05-08,1253
1988-05-09,1189
1988-05-10,1007
1988-05-11,1043
1988-05-12,1090
1988-05-13,1155
1988-05-14,1135
1988-05-15,1152
1988-05-16,1145
1988-05-17,988
1988-05-18,1038
1988-05-19,1111
1988-05-20,1141
1988-05-21,1235
1988-05-22,1154
1988-05-23,1009
1988-05-24,986
1988-05-25,956
1988-05-26,1143
1988-05-27,1135
1988-05-28,1147
1988-05-29,1092
1988-05-30,1047
1988-05-31,1074
1988-06-01,1262
1988-06-02,1257
1988-06-03,1365
1988-06-04,1175
1988-06-05,1194
1988-06-06,1228
1988-06-07,1191
1988-06-08,1119
1988-06-09,1356
1988-06-10,1442
1988-06-11,1260
1988-06-12,1288
1988-06-13,1279
1988-06-14,1152
1988-06-15,1205
1988-06-16,1292
1988-06-17,1342
1988-06-18,1153
1988-06-19,1304
1988-06-20,1346
1988-06-21,1074
1988-06-22,1198
1988-06-23,1208
1988-06-24,1333
1988-06-25,1346
1988-06-26,1236
1988-06-27,1175
1988-06-28,1178
1988-06-29,1192
1988-06-30,1249
1988-07-01,1378
1988-07-02,1378
1988-07-03,1408
1988-07-04,1404
1988-07-05,1392
1988-07-06,1370
1988-07-07,1390
1988-07-08,1445
1988-07-09,1407
1988-07-10,1420
1988-07-11,1461
1988-07-12,1310
1988-07-13,1351
1988-07-14,1310
1988-07-15,1632
1988-07-16,1455
1988-07-17,1388
1988-07-18,1441
1988-07-19,1409
1988-07-20,1466
1988-07-21,1397
1988-07-22,1477
1988-07-23,1423
1988-07-24,1417
1988-07-25,1423
1988-07-26,1436
1988-07-27,1416
1988-07-28,1510
1988-07-29,1443
1988-07-30,1410
1988-07-31,1425
1988-08-01,1310
1988-08-02,1418
1988-08-03,1422
1988-08-04,1307
1988-08-05,1500
1988-08-06,1468
1988-08-07,1443
1988-08-08,1469
1988-08-09,1364
1988-08-10,1436
1988-08-11,1352
1988-08-12,1451
1988-08-13,1386
1988-08-14,1423
1988-08-15,1329
1988-08-16,1414
1988-08-17,1488
1988-08-18,1469
1988-08-19,1518
1988-08-20,1310
1988-08-21,1443
1988-08-22,1483
1988-08-23,1371
1988-08-24,1338
1988-08-25,1419
1988-08-26,1455
1988-08-27,1485
1988-08-28,1472
1988-08-29,1431
1988-08-30,1288
1988-08-31,1395
1988-09-01,1247
1988-09-02,1212
1988-09-03,1283
1988-09-04,1230
1988-09-05,1207
1988-09-06,1190
1988-09-07,1147
1988-09-08,1249
1988-09-09,1227
1988-09-10,1280
1988-09-11,1242
1988-09-12,1217
1988-09-13,1252
1988-09-14,1171
1988-09-15,1216
1988-09-16,1283
1988-09-17,1312
1988-09-18,1274
1988-09-19,1304
1988-09-20,1214
1988-09-21,1171
1988-09-22,1218
1988-09-23,1220
1988-09-24,1297
1988-09-25,1388
1988-09-26,1172
1988-09-27,1157
1988-09-28,1348
1988-09-29,1287
1988-09-30,1284
1988-10-01,1023
1988-10-02,1065
1988-10-03,1208
1988-10-04,1037
1988-10-05,1020
1988-10-06,992
1988-10-07,1189
1988-10-08,965
1988-10-09,1188
1988-10-10,1098
1988-10-11,1051
1988-10-12,1011
1988-10-13,1043
1988-10-14,1211
1988-10-15,1006
1988-10-16,1083
1988-10-17,1120
1988-10-18,937
1988-10-19,1025
1988-10-20,1159
1988-10-21,1149
1988-10-22,1000
1988-10-23,1249
1988-10-24,966
1988-10-25,1065
1988-10-26,1050
1988-10-27,1204
1988-10-28,1105
1988-10-29,1116
1988-10-30,1108
1988-10-31,1156
1988-11-01,849
1988-11-02,848
1988-11-03,937
1988-11-04,1043
1988-11-05,1034
1988-11-06,977
1988-11-07,996
1988-11-08,955
1988-11-09,862
1988-11-10,891
1988-11-11,994
1988-11-12,1022
1988-11-13,988
1988-11-14,969
1988-11-15,871
1988-11-16,900
1988-11-17,909
1988-11-18,958
1988-11-19,1023
1988-11-20,1066
1988-11-21,936
1988-11-22,986
1988-11-23,973
1988-11-24,950
1988-11-25,900
1988-11-26,967
1988-11-27,975
1988-11-28,942
1988-11-29,941
1988-11-30,921
1988-12-01,959
1988-12-02,1046
1988-12-03,1019
1988-12-04,1064
1988-12-05,1118
1988-12-06,1102
1988-12-07,1092
1988-12-08,1083
1988-12-09,1054
1988-12-10,1054
1988-12-11,1008
1988-12-12,1059
1988-12-13,962
1988-12-14,972
1988-12-15,1099
1988-12-16,1122
1988-12-17,1054
1988-12-18,1060
1988-12-19,1046
1988-12-20,1032
1988-12-21,1022
1988-12-22,1042
1988-12-23,1118
1988-12-24,1050
1988-12-25,1117
1988-12-26,1123
1988-12-27,1042
1988-12-28,1069
1988-12-29,1032
1988-12-30,1281
1988-12-31,1062
1989-01-01,1102
1989-01-02,920
1989-01-03,1014
1989-01-04,951
1989-01-05,945
1989-01-06,1150
1989-01-07,993
1989-01-08,917
1989-01-09,1020
1989-01-10,907
1989-01-11,1071
1989-01-12,979
1989-01-13,1061
1989-01-14,1037
1989-01-15,1099
1989-01-16,976
1989-01-17,884
1989-01-18,955
1989-01-19,998
1989-01-20,1058
1989-01-21,877
1989-01-22,1024
1989-01-23,994
1989-01-24,886
1989-01-25,1025
1989-01-26,918
1989-01-27,1069
1989-01-28,1030
1989-01-29,974
1989-01-30,1007
1989-01-31,893
1989-02-01,840
1989-02-02,1043
1989-02-03,976
1989-02-04,965
1989-02-05,1010
1989-02-06,982
1989-02-07,994
1989-02-08,932
1989-02-09,944
1989-02-10,1030
1989-02-11,1014
1989-02-12,1040
1989-02-13,1041
1989-02-14,1018
1989-02-15,913
1989-02-16,1083
1989-02-17,1048
1989-02-18,972
1989-02-19,935
1989-02-20,1050
1989-02-21,931
1989-02-22,987
1989-02-23,1022
1989-02-24,1071
1989-02-25,994
1989-02-26,894
1989-02-27,896
1989-02-28,825
1989-03-01,1092
1989-03-02,1163
1989-03-03,1092
1989-03-04,1056
1989-03-05,1249
1989-03-06,1186
1989-03-07,1127
1989-03-08,1058
1989-03-09,1156
1989-03-10,1151
1989-03-11,1103
1989-03-12,1209
1989-03-13,1149
1989-03-14,1049
1989-03-15,1120
1989-03-16,1135
1989-03-17,1243
1989-03-18,1130
1989-03-19,1134
1989-03-20,1203
1989-03-21,1057
1989-03-22,1157
1989-03-23,1124
1989-03-24,1117
1989-03-25,1070
1989-03-26,1181
1989-03-27,1233
1989-03-28,1069
1989-03-29,1039
1989-03-30,1118
1989-03-31,1191
1989-04-01,1184
1989-04-02,1230
1989-04-03,1119
1989-04-04,1104
1989-04-05,975
1989-04-06,1069
1989-04-07,1300
1989-04-08,971
1989-04-09,1139
1989-04-10,1132
1989-04-11,1068
1989-04-12,1010
1989-04-13,1185
1989-04-14,1245
1989-04-15,1194
1989-04-16,1178
1989-04-17,1084
1989-04-18,1094
1989-04-19,1001
1989-04-20,1184
1989-04-21,1178
1989-04-22,1168
1989-04-23,1140
1989-04-24,1130
1989-04-25,1004
1989-04-26,1055
1989-04-27,1119
1989-04-28,1162
1989-04-29,1229
1989-04-30,1205
1989-05-01,1111
1989-05-02,1120
1989-05-03,1132
1989-05-04,1189
1989-05-05,1221
1989-05-06,1053
1989-05-07,1155
1989-05-08,1155
1989-05-09,1116
1989-05-10,1021
1989-05-11,1185
1989-05-12,1238
1989-05-13,1122
1989-05-14,1170
1989-05-15,1180
1989-05-16,1084
1989-05-17,1101
1989-05-18,1173
1989-05-19,1254
1989-05-20,1121
1989-05-21,1145
1989-05-22,1195
1989-05-23,1088
1989-05-24,1126
1989-05-25,1287
1989-05-26,1274
1989-05-27,1153
1989-05-28,1240
1989-05-29,1113
1989-05-30,1216
1989-05-31,1075
1989-06-01,1355
1989-06-02,1466
1989-06-03,1340
1989-06-04,1375
1989-06-05,1303
1989-06-06,1260
1989-06-07,1274
1989-06-08,1308
1989-06-09,1311
1989-06-10,1266
1989-06-11,1406
1989-06-12,1248
1989-06-13,1340
1989-06-14,1161
1989-06-15,1291
1989-06-16,1470
1989-06-17,1306
1989-06-18,1384
1989-06-19,1299
1989-06-20,1143
1989-06-21,1327
1989-06-22,1296
1989-06-23,1464
1989-06-24,1335
1989-06-25,1353
1989-06-26,1401
1989-06-27,1271
1989-06-28,1226
1989-06-29,1271
1989-06-30,1495
1989-07-01,1481
1989-07-02,1576
1989-07-03,1432
1989-07-04,1440
1989-07-05,1367
1989-07-06,1439
1989-07-07,1562
1989-07-08,1496
1989-07-09,1552
1989-07-10,1532
1989-07-11,1375
1989-07-12,1346
1989-07-13,1586
1989-07-14,1564
1989-07-15,1551
1989-07-16,1546
1989-07-17,1628
1989-07-18,1417
1989-07-19,1372
1989-07-20,1513
1989-07-21,1632
1989-07-22,1425
1989-07-23,1597
1989-07-24,1422
1989-07-25,1379
1989-07-26,1444
1989-07-27,1494
1989-07-28,1547
1989-07-29,1604
1989-07-30,1571
1989-07-31,1553
1989-08-01,1401
1989-08-02,1480
1989-08-03,1425
1989-08-04,1629
1989-08-05,1476
1989-08-06,1555
1989-08-07,1545
1989-08-08,1389
1989-08-09,1553
1989-08-10,1611
1989-08-11,1696
1989-08-12,1505
1989-08-13,1448
1989-08-14,1467
1989-08-15,1517
1989-08-16,1403
1989-08-17,1433
1989-08-18,1536
1989-08-19,1561
1989-08-20,1557
1989-08-21,1470
1989-08-22,1460
1989-08-23,1333
1989-08-24,1564
1989-08-25,1670
1989-08-26,1485
1989-08-27,1508
1989-08-28,1523
1989-08-29,1484
1989-08-30,1518
1989-08-31,1509
1989-09-01,1245
1989-09-02,1321
1989-09-03,1305
1989-09-04,1161
1989-09-05,1251
1989-09-06,1188
1989-09-07,1265
1989-09-08,1437
1989-09-09,1326
1989-09-10,1266
1989-09-11,1233
1989-09-12,1268
1989-09-13,1263
1989-09-14,1372
1989-09-15,1467
1989-09-16,1251
1989-09-17,1298
1989-09-18,1240
1989-09-19,1194
1989-09-20,1283
1989-09-21,1389
1989-09-22,1234
1989-09-23,1347
1989-09-24,1319
1989-09-25,1241
1989-09-26,1370
1989-09-27,1341
1989-09-28,1379
1989-09-29,1270
1989-09-30,1328
1989-10-01,1136
1989-10-02,1195
1989-10-03,1117
1989-10-04,1203
1989-10-05,1154
1989-10-06,1205
1989-10-07,1089
1989-10-08,1188
1989-10-09,1252
1989-10-10,1231
1989-10-11,1121
1989-10-12,1106
1989-10-13,1183
1989-10-14,1083
1989-10-15,1124
1989-10-16,1232
1989-10-17,1194
1989-10-18,1100
1989-10-19,1162
1989-10-20,1150
1989-10-21,1166
1989-10-22,1051
1989-10-23,1181
1989-10-24,1028
1989-10-25,1051
1989-10-26,1297
1989-10-27,1175
1989-10-28,1161
1989-10-29,1261
1989-10-30,1222
1989-10-31,1084
1989-11-01,1140
1989-11-02,979
1989-11-03,978
1989-11-04,972
1989-11-05,1031
1989-11-06,1076
1989-11-07,1074
1989-11-08,925
1989-11-09,1051
1989-11-10,1174
1989-11-11,952
1989-11-12,1087
1989-11-13,980
1989-11-14,1020
1989-11-15,937
1989-11-16,962
1989-11-17,1110
1989-11-18,957
1989-11-19,1018
1989-11-20,1059
1989-11-21,1044
1989-11-22,953
1989-11-23,1089
1989-11-24,1030
1989-11-25,1089
1989-11-26,1090
1989-11-27,1015
1989-11-28,977
1989-11-29,915
1989-11-30,1106
1989-12-01,1251
1989-12-02,1121
1989-12-03,1199
1989-12-04,1115
1989-12-05,1012
1989-12-06,1081
1989-12-07,1120
1989-12-08,1250
1989-12-09,1141
1989-12-10,1216
1989-12-11,1067
1989-12-12,1129
1989-12-13,1129
1989-12-14,1205
1989-12-15,1334
1989-12-16,1087
1989-12-17,1262
1989-12-18,1197
1989-12-19,1136
1989-12-20,1118
1989-12-21,1045
1989-12-22,1273
1989-12-23,992
1989-12-24,1086
1989-12-25,1227
1989-12-26,980
1989-12-27,1191
1989-12-28,1133
1989-12-29,1271
1989-12-30,1206
1989-12-31,1084
1990-01-01,959
1990-01-02,1163
1990-01-03,934
1990-01-04,1073
1990-01-05,1129
1990-01-06,1121
1990-01-07,1116
1990-01-08,979
1990-01-09,1038
1990-01-10,1074
1990-01-11,1023
1990-01-12,1034
1990-01-13,1087
1990-01-14,1064
1990-01-15,1119
1990-01-16,1002
1990-01-17,1043
1990-01-18,966
1990-01-19,1161
1990-01-20,995
1990-01-21,1083
1990-01-22,1070
1990-01-23,1051
1990-01-24,988
1990-01-25,1133
1990-01-26,1170
1990-01-27,1089
1990-01-28,960
1990-01-29,948
1990-01-30,1126
1990-01-31,1041
1990-02-01,1092
1990-02-02,969
1990-02-03,1061
1990-02-04,995
1990-02-05,984
1990-02-06,1065
1990-02-07,997
1990-02-08,1151
1990-02-09,1070
1990-02-10,1042
1990-02-11,1136
1990-02-12,1032
1990-02-13,1104
1990-02-14,1005
1990-02-15,1066
1990-02-16,1128
1990-02-17,1047
1990-02-18,1125
1990-02-19,1131
1990-02-20,937
1990-02-21,994
1990-02-22,1105
1990-02-23,1187
1990-02-24,1028
1990-02-25,1025
1990-02-26,1036
1990-02-27,1089
1990-02-28,926
1990-03-01,1250
1990-03-02,1193
1990-03-03,1039
1990-03-04,1297
1990-03-05,1206
1990-03-06,1137
1990-03-07,1115
1990-03-08,1231
1990-03-09,1242
1990-03-10,1081
1990-03-11,1182
1990-03-12,1108
1990-03-13,1119
1990-03-14,1120
1990-03-15,1179
1990-03-16,1238
1990-03-17,1260
1990-03-18,1226
1990-03-19,1259
1990-03-20,1075
1990-03-21,1209
1990-03-22,1317
1990-03-23,1200
1990-03-24,1215
1990-03-25,1293
1990-03-26,1223
1990-03-27,1196
1990-03-28,1141
1990-03-29,1194
1990-03-30,1259
1990-03-31,1226
1990-04-01,1176
1990-04-02,1135
1990-04-03,1127
1990-04-04,1124
1990-04-05,1229
1990-04-06,1270
1990-04-07,1274
1990-04-08,1203
1990-04-09,1257
1990-04-10,1010
1990-04-11,1080
1990-04-12,1169
1990-04-13,1203
1990-04-14,1308
1990-04-15,1127
1990-04-16,1142
1990-04-17,1187
1990-04-18,1095
1990-04-19,1227
1990-04-20,1156
1990-04-21,1132
1990-04-22,1148
1990-04-23,1170
1990-04-24,1116
1990-04-25,1094
1990-04-26,1252
1990-04-27,1206
1990-04-28,1182
1990-04-29,1183
1990-04-30,1275
1990-05-01,1164
1990-05-02,1159
1990-05-03,1153
1990-05-04,1266
1990-05-05,1221
1990-05-06,1302
1990-05-07,1153
1990-05-08,1184
1990-05-09,1207
1990-05-10,1203
1990-05-11,1311
1990-05-12,1301
1990-05-13,1186
1990-05-14,1113
1990-05-15,1154
1990-05-16,1155
1990-05-17,1172
1990-05-18,1297
1990-05-19,1190
1990-05-20,1225
1990-05-21,1276
1990-05-22,1297
1990-05-23,1094
1990-05-24,1143
1990-05-25,1296
1990-05-26,1201
1990-05-27,1284
1990-05-28,1285
1990-05-29,1097
1990-05-30,1047
1990-05-31,1184
1990-06-01,1446
1990-06-02,1437
1990-06-03,1342
1990-06-04,1442
1990-06-05,1414
1990-06-06,1410
1990-06-07,1378
1990-06-08,1445
1990-06-09,1388
1990-06-10,1368
1990-06-11,1339
1990-06-12,1295
1990-06-13,1312
1990-06-14,1303
1990-06-15,1430
1990-06-16,1480
1990-06-17,1538
1990-06-18,1432
1990-06-19,1356
1990-06-20,1381
1990-06-21,1395
1990-06-22,1391
1990-06-23,1442
1990-06-24,1504
1990-06-25,1456
1990-06-26,1378
1990-06-27,1401
1990-06-28,1461
1990-06-29,1442
1990-06-30,1418
1990-07-01,1594
1990-07-02,1639
1990-07-03,1510
1990-07-04,1493
1990-07-05,1613
1990-07-06,1630
1990-07-07,1675
1990-07-08,1537
1990-07-09,1605
1990-07-10,1381
1990-07-11,1465
1990-07-12,1533
1990-07-13,1717
1990-07-14,1593
1990-07-15,1735
1990-07-16,1549
1990-07-17,1424
1990-07-18,1533
1990-07-19,1643
1990-07-20,1664
1990-07-21,1542
1990-07-22,1614
1990-07-23,1613
1990-07-24,1463
1990-07-25,1497
1990-07-26,1464
1990-07-27,1539
1990-07-28,1515
1990-07-29,1816
1990-07-30,1713
1990-07-31,1528
1990-08-01,1472
1990-08-02,1673
1990-08-03,1656
1990-08-04,1595
1990-08-05,1632
1990-08-06,1527
1990-08-07,1628
1990-08-08,1506
1990-08-09,1565
1990-08-10,1594
1990-08-11,1696
1990-08-12,1614
1990-08-13,1601
1990-08-14,1563
1990-08-15,1586
1990-08-16,1591
1990-08-17,1791
1990-08-18,1530
1990-08-19,1686
1990-08-20,1522
1990-08-21,1547
1990-08-22,1549
1990-08-23,1635
1990-08-24,1703
1990-08-25,1627
1990-08-26,1771
1990-08-27,1550
1990-08-28,1603
1990-08-29,1569
1990-08-30,1625
1990-08-31,1622
1990-09-01,1501
1990-09-02,1275
1990-09-03,1401
1990-09-04,1249
1990-09-05,1269
1990-09-06,1352
1990-09-07,1537
1990-09-08,1337
1990-09-09,1415
1990-09-10,1447
1990-09-11,1313
1990-09-12,1239
1990-09-13,1394
1990-09-14,1487
1990-09-15,1328
1990-09-16,1357
1990-09-17,1394
1990-09-18,1362
1990-09-19,1305
1990-09-20,1330
1990-09-21,1391
1990-09-22,1399
1990-09-23,1290
1990-09-24,1425
1990-09-25,1367
1990-09-26,1345
1990-09-27,1364
1990-09-28,1360
1990-09-29,1388
1990-09-30,1483
1990-10-01,1208
1990-10-02,1166
1990-10-03,1141
1990-10-04,1225
1990-10-05,1381
1990-10-06,1318
1990-10-07,1209
1990-10-08,1275
1990-10-09,1115
1990-10-10,1271
1990-10-11,1239
1990-10-12,1314
1990-10-13,1258
1990-10-14,1234
1990-10-15,1198
1990-10-16,1348
1990-10-17,1089
1990-10-18,1198
1990-10-19,1230
1990-10-20,1236
1990-10-21,1265
1990-10-22,1079
1990-10-23,1185
1990-10-24,1223
1990-10-25,1222
1990-10-26,1405
1990-10-27,1272
1990-10-28,1307
1990-10-29,1238
1990-10-30,1106
1990-10-31,1186
1990-11-01,1181
1990-11-02,1160
1990-11-03,1044
1990-11-04,1084
1990-11-05,1020
1990-11-06,1067
1990-11-07,966
1990-11-08,1132
1990-11-09,1146
1990-11-10,1123
1990-11-11,1208
1990-11-12,1046
1990-11-13,884
1990-11-14,994
1990-11-15,1069
1990-11-16,1069
1990-11-17,1076
1990-11-18,1098
1990-11-19,1119
1990-11-20,1046
1990-11-21,981
1990-11-22,1176
1990-11-23,1149
1990-11-24,1117
1990-11-25,1207
1990-11-26,1040
1990-11-27,992
1990-11-28,1025
1990-11-29,1082
1990-11-30,1150
1990-12-01,1180
1990-12-02,1306
1990-12-03,1303
1990-12-04,1097
1990-12-05,1243
1990-12-06,1230
1990-12-07,1225
1990-12-08,1308
1990-12-09,1302
1990-12-10,1178
1990-12-11,1113
1990-12-12,1292
1990-12-13,1140
1990-12-14,1384
1990-12-15,1120
1990-12-16,1220
1990-12-17,1295
1990-12-18,1106
1990-12-19,1131
1990-12-20,1318
1990-12-21,1238
1990-12-22,1352
1990-12-23,1284
1990-12-24,1163
1990-12-25,1174
1990-12-26,1277
1990-12-27,1242
1990-12-28,1243
1990-12-29,1256
1990-12-30,1252
1990-12-31,1169
1991-01-01,997
1991-01-02,1045
1991-01-03,1145
1991-01-04,1151
1991-01-05,1081
1991-01-06,1081
1991-01-07,1111
1991-01-08,1095
1991-01-09,1212
1991-01-10,1153
1991-01-11,1275
1991-01-12,1180
1991-01-13,1072
1991-01-14,986
1991-01-15,1090
1991-01-16,1072
1991-01-17,1127
1991-01-18,1082
1991-01-19,1101
1991-01-20,995
1991-01-21,1197
1991-01-22,1069
1991-01-23,1156
1991-01-24,1082
1991-01-25,1276
1991-01-26,1228
1991-01-27,1101
1991-01-28,1091
1991-01-29,1067
1991-01-30,1079
1991-01-31,1109
1991-02-01,1189
1991-02-02,1051
1991-02-03,1053
1991-02-04,1182
1991-02-05,1015
1991-02-06,999
1991-02-07,1098
1991-02-08,1146
1991-02-09,985
1991-02-10,1183
1991-02-11,1149
1991-02-12,1113
1991-02-13,1116
1991-02-14,1089
1991-02-15,1125
1991-02-16,1189
1991-02-17,1085
1991-02-18,1160
1991-02-19,1013
1991-02-20,1143
1991-02-21,988
1991-02-22,1151
1991-02-23,1227
1991-02-24,1112
1991-02-25,1147
1991-02-26,1053
1991-02-27,1061
1991-02-28,1208
1991-03-01,1397
1991-03-02,1195
1991-03-03,1228
1991-03-04,1208
1991-03-05,1285
1991-03-06,1277
1991-03-07,1204
1991-03-08,1325
1991-03-09,1229
1991-03-10,1295
1991-03-11,1214
1991-03-12,1254
1991-03-13,1159
1991-03-14,1127
1991-03-15,1268
1991-03-16,1352
1991-03-17,1300
1991-03-18,1348
1991-03-19,1271
1991-03-20,1333
1991-03-21,1244
1991-03-22,1280
1991-03-23,1197
1991-03-24,1205
1991-03-25,1301
1991-03-26,1285
1991-03-27,1235
1991-03-28,1210
1991-03-29,1314
1991-03-30,1206
1991-03-31,1243
1991-04-01,1253
1991-04-02,1247
1991-04-03,1222
1991-04-04,1347
1991-04-05,1316
1991-04-06,1277
1991-04-07,1272
1991-04-08,1222
1991-04-09,1202
1991-04-10,1284
1991-04-11,1212
1991-04-12,1266
1991-04-13,1246
1991-04-14,1340
1991-04-15,1380
1991-04-16,1198
1991-04-17,1165
1991-04-18,1227
1991-04-19,1222
1991-04-20,1304
1991-04-21,1230
1991-04-22,1268
1991-04-23,1279
1991-04-24,1233
1991-04-25,1211
1991-04-26,1236
1991-04-27,1157
1991-04-28,1350
1991-04-29,1193
1991-04-30,1272
1991-05-01,1285
1991-05-02,1224
1991-05-03,1279
1991-05-04,1373
1991-05-05,1400
1991-05-06,1161
1991-05-07,1286
1991-05-08,1211
1991-05-09,1274
1991-05-10,1385
1991-05-11,1268
1991-05-12,1398
1991-05-13,1167
1991-05-14,1318
1991-05-15,1251
1991-05-16,1320
1991-05-17,1531
1991-05-18,1208
1991-05-19,1324
1991-05-20,1331
1991-05-21,1361
1991-05-22,1281
1991-05-23,1325
1991-05-24,1393
1991-05-25,1198
1991-05-26,1258
1991-05-27,1272
1991-05-28,1334
1991-05-29,1164
1991-05-30,1328
1991-05-31,1234
1991-06-01,1517
1991-06-02,1494
1991-06-03,1556
1991-06-04,1377
1991-06-05,1417
1991-06-06,1504
1991-06-07,1618
1991-06-08,1424
1991-06-09,1437
1991-06-10,1540
1991-06-11,1477
1991-06-12,1398
1991-06-13,1476
1991-06-14,1550
1991-06-15,1468
1991-06-16,1493
1991-06-17,1522
1991-06-18,1379
1991-06-19,1369
1991-06-20,1487
1991-06-21,1476
1991-06-22,1484
1991-06-23,1393
1991-06-24,1474
1991-06-25,1348
1991-06-26,1439
1991-06-27,1597
1991-06-28,1489
1991-06-29,1510
1991-06-30,1603
1991-07-01,1764
1991-07-02,1511
1991-07-03,1615
1991-07-04,1706
1991-07-05,1765
1991-07-06,1807
1991-07-07,1637
1991-07-08,1741
1991-07-09,1612
1991-07-10,1651
1991-07-11,1745
1991-07-12,1875
1991-07-13,1700
1991-07-14,1724
1991-07-15,1700
1991-07-16,1464
1991-07-17,1543
1991-07-18,1746
1991-07-19,1760
1991-07-20,1697
1991-07-21,1672
1991-07-22,1700
1991-07-23,1672
1991-07-24,1661
1991-07-25,1676
1991-07-26,1867
1991-07-27,1730
1991-07-28,1793
1991-07-29,1606
1991-07-30,1593
1991-07-31,1534
1991-08-01,1798
1991-08-02,1711
1991-08-03,1744
1991-08-04,1724
1991-08-05,1661
1991-08-06,1574
1991-08-07,1653
1991-08-08,1779
1991-08-09,1817
1991-08-10,1646
1991-08-11,1771
1991-08-12,1570
1991-08-13,1563
1991-08-14,1607
1991-08-15,1758
1991-08-16,1868
